Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
43.34375,43.875,43.34375,43.875,24.68967056274414,156800,1993,4,27
43.8125,43.90625,43.71875,43.78125,24.636920928955078,85900,1993,4,28
43.875,43.96875,43.625,43.96875,24.742429733276367,85000,1993,4,29
44.125,44.28125,44.03125,44.03125,24.77760887145996,88500,1993,4,30
44.09375,44.3125,43.90625,44.3125,24.935876846313477,80500,1993,5,3
44.40625,44.625,44.34375,44.46875,25.023799896240234,149100,1993,5,4
44.46875,44.75,44.46875,44.59375,25.094131469726562,109000,1993,5,5
44.53125,44.5625,44.40625,44.4375,25.006208419799805,54700,1993,5,6
44.46875,44.46875,44.28125,44.34375,24.95344352722168,68000,1993,5,7
44.40625,44.6875,44.40625,44.4375,25.006208419799805,113900,1993,5,10
44.4375,44.625,44.3125,44.625,25.11171531677246,42600,1993,5,11
44.4375,44.59375,44.4375,44.5625,25.07654571533203,31000,1993,5,12
44.375,44.375,44.0,44.03125,24.77760887145996,129100,1993,5,13
44.03125,44.15625,43.96875,44.0,24.760000228881836,63500,1993,5,14
44.125,44.15625,43.9375,44.15625,24.847949981689453,34000,1993,5,17
44.1875,44.21875,43.96875,44.125,24.830354690551758,105200,1993,5,18
44.125,45.03125,43.84375,45.03125,25.340333938598633,50200,1993,5,19
45.03125,45.15625,44.9375,45.15625,25.410663604736328,98200,1993,5,20
45.1875,45.25,44.71875,44.75,25.182065963745117,221400,1993,5,21
44.84375,45.09375,44.84375,44.9375,25.28757667541504,30500,1993,5,24
45.125,45.125,45.03125,45.03125,25.340333938598633,191800,1993,5,25
45.15625,45.625,45.125,45.59375,25.656885147094727,102400,1993,5,26
45.65625,45.65625,45.375,45.4375,25.568939208984375,53800,1993,5,27
45.40625,45.40625,45.0,45.21875,25.445844650268555,79100,1993,5,28
45.375,45.8125,45.3125,45.65625,25.69202995300293,28300,1993,6,1
45.53125,45.75,45.34375,45.59375,25.656885147094727,20300,1993,6,2
45.5,45.5,45.34375,45.4375,25.568939208984375,21600,1993,6,3
45.3125,45.3125,45.09375,45.28125,25.481008529663086,32000,1993,6,4
45.375,45.375,45.125,45.125,25.393068313598633,121400,1993,6,7
45.0,45.0,44.71875,44.71875,25.16448402404785,104500,1993,6,8
44.875,45.0625,44.8125,44.875,25.25240135192871,43300,1993,6,9
44.84375,44.9375,44.75,44.90625,25.26999282836914,17900,1993,6,10
45.0625,45.15625,44.90625,45.09375,25.375499725341797,647400,1993,6,11
45.15625,45.1875,45.03125,45.03125,25.340333938598633,64200,1993,6,14
45.09375,45.125,44.9375,44.9375,25.28757667541504,142400,1993,6,15
44.9375,45.03125,44.8125,45.03125,25.340333938598633,330900,1993,6,16
45.125,45.1875,45.03125,45.1875,25.42826271057129,37400,1993,6,17
44.84375,44.84375,44.5,44.5,25.21885108947754,58500,1993,6,18
44.625,44.625,44.53125,44.59375,25.27198028564453,29300,1993,6,21
44.65625,44.65625,44.5625,44.625,25.289695739746094,137500,1993,6,22
44.625,44.625,44.21875,44.21875,25.05946159362793,227600,1993,6,23
44.34375,44.8125,44.34375,44.8125,25.395950317382812,243700,1993,6,24
44.78125,44.90625,44.75,44.78125,25.37824821472168,44800,1993,6,25
45.0,45.28125,44.9375,45.28125,25.6616153717041,439900,1993,6,28
45.21875,45.21875,45.0,45.0625,25.537626266479492,207500,1993,6,29
45.125,45.21875,45.0,45.0625,25.537626266479492,437600,1993,6,30
45.125,45.125,44.875,44.9375,25.466796875,605700,1993,7,1
44.78125,44.8125,44.53125,44.6875,25.325109481811523,285400,1993,7,2
44.625,44.75,44.15625,44.21875,25.05946159362793,246400,1993,7,6
44.1875,44.40625,44.1875,44.34375,25.130300521850586,343700,1993,7,7
44.375,44.9375,44.3125,44.84375,25.413671493530273,248200,1993,7,8
44.84375,44.96875,44.75,44.96875,25.484500885009766,378200,1993,7,9
44.90625,44.96875,44.84375,44.9375,25.466796875,373700,1993,7,12
44.96875,45.09375,44.65625,44.90625,25.449085235595703,389600,1993,7,13
44.9375,45.1875,44.90625,45.0625,25.537626266479492,617300,1993,7,14
45.03125,45.03125,44.78125,44.875,25.431373596191406,443800,1993,7,15
44.90625,44.9375,44.6875,44.75,25.36054229736328,216400,1993,7,16
44.75,44.75,44.59375,44.71875,25.342823028564453,188200,1993,7,19
44.6875,44.84375,44.46875,44.84375,25.413671493530273,68500,1993,7,20
44.78125,44.8125,44.65625,44.8125,25.395950317382812,142700,1993,7,21
44.75,44.8125,44.5,44.5,25.21885108947754,632400,1993,7,22
44.59375,44.71875,44.5625,44.71875,25.342823028564453,286200,1993,7,23
44.84375,45.0625,44.84375,44.96875,25.484500885009766,121300,1993,7,26
45.0,45.03125,44.78125,44.9375,25.466796875,92800,1993,7,27
44.84375,44.9375,44.78125,44.84375,25.413671493530273,30800,1993,7,28
44.9375,45.21875,44.875,45.09375,25.555339813232422,331000,1993,7,29
45.09375,45.09375,44.78125,44.84375,25.413671493530273,75300,1993,7,30
44.90625,45.125,44.90625,44.96875,25.484500885009766,41300,1993,8,2
45.0625,45.1875,44.84375,45.0,25.502216339111328,81600,1993,8,3
45.0,45.09375,44.875,45.0,25.502216339111328,434000,1993,8,4
45.0,45.0,44.84375,44.90625,25.449085235595703,36800,1993,8,5
45.03125,45.0625,44.90625,44.96875,25.484500885009766,402300,1993,8,6
45.09375,45.34375,45.0,45.21875,25.626182556152344,828200,1993,8,9
45.1875,45.21875,45.125,45.1875,25.608469009399414,604900,1993,8,10
45.15625,45.3125,45.15625,45.1875,25.608469009399414,542200,1993,8,11
45.3125,45.3125,44.90625,45.0625,25.537626266479492,303700,1993,8,12
45.09375,45.15625,45.09375,45.125,25.57303237915039,103500,1993,8,13
45.15625,45.5,45.15625,45.375,25.714723587036133,241800,1993,8,16
45.34375,45.53125,45.34375,45.53125,25.80328369140625,369300,1993,8,17
45.6875,45.875,45.65625,45.78125,25.944965362548828,414300,1993,8,18
45.8125,45.8125,45.71875,45.78125,25.944965362548828,28500,1993,8,19
45.6875,45.8125,45.65625,45.8125,25.962678909301758,80700,1993,8,20
45.625,45.75,45.625,45.71875,25.9095401763916,15600,1993,8,23
45.71875,46.21875,45.71875,46.21875,26.192901611328125,273400,1993,8,24
46.21875,46.4375,46.15625,46.25,26.210607528686523,242300,1993,8,25
46.28125,46.53125,46.09375,46.28125,26.22831916809082,120000,1993,8,26
46.15625,46.25,46.15625,46.25,26.210607528686523,25700,1993,8,27
46.28125,46.5,46.28125,46.4375,26.316869735717773,183500,1993,8,30
46.40625,46.5625,46.34375,46.5625,26.38770294189453,66500,1993,8,31
46.40625,46.59375,46.40625,46.5,26.352293014526367,136500,1993,9,1
46.53125,46.59375,46.3125,46.34375,26.263748168945312,472400,1993,9,2
46.3125,46.4375,46.25,46.375,26.281431198120117,630500,1993,9,3
46.375,46.4375,46.0,46.0625,26.104352951049805,196400,1993,9,7
46.0625,46.0625,45.59375,45.90625,26.01579475402832,269900,1993,9,8
45.71875,46.03125,45.71875,46.0,26.068925857543945,239200,1993,9,9
46.125,46.4375,46.0625,46.40625,26.299144744873047,106500,1993,9,10
46.5625,46.5625,46.4375,46.4375,26.316869735717773,66900,1993,9,13
46.3125,46.3125,46.09375,46.25,26.210607528686523,184500,1993,9,14
46.0625,46.40625,45.90625,46.375,26.281431198120117,101000,1993,9,15
46.3125,46.34375,46.15625,46.1875,26.175188064575195,54300,1993,9,16
45.875,45.90625,45.75,45.8125,26.124441146850586,200900,1993,9,17
45.875,45.96875,45.4375,45.4375,25.910598754882812,57800,1993,9,20
45.5,45.5625,44.8125,45.28125,25.821496963500977,318200,1993,9,21
45.4375,45.71875,45.375,45.65625,26.035324096679688,439700,1993,9,22
45.78125,45.9375,45.71875,45.90625,26.177898406982422,88500,1993,9,23
45.84375,45.875,45.71875,45.78125,26.106616973876953,53500,1993,9,24
46.125,46.28125,46.125,46.28125,26.391735076904297,274600,1993,9,27
46.3125,46.3125,46.15625,46.1875,26.33827781677246,158300,1993,9,28
46.1875,46.3125,45.96875,46.03125,26.249174118041992,221000,1993,9,29
46.03125,46.125,45.84375,45.9375,26.19571304321289,99300,1993,9,30
45.875,46.21875,45.8125,46.15625,26.320453643798828,22700,1993,10,1
46.21875,46.21875,46.09375,46.21875,26.35608673095703,1038500,1993,10,4
46.3125,46.3125,46.0,46.15625,26.320453643798828,436500,1993,10,5
46.1875,46.375,46.125,46.125,26.30263328552246,209200,1993,10,6
46.1875,46.1875,45.96875,46.0,26.231353759765625,59400,1993,10,7
46.125,46.15625,45.71875,46.0625,26.267004013061523,54400,1993,10,8
46.15625,46.25,46.15625,46.15625,26.320453643798828,467100,1993,10,11
46.21875,46.25,46.1875,46.21875,26.35608673095703,26200,1993,10,12
46.25,46.25,46.15625,46.21875,26.35608673095703,139100,1993,10,13
46.40625,46.8125,46.28125,46.8125,26.694692611694336,108100,1993,10,14
47.03125,47.15625,46.90625,47.0625,26.83724594116211,1502500,1993,10,15
47.03125,47.03125,46.875,46.9375,26.76596450805664,722400,1993,10,18
46.875,46.96875,46.59375,46.59375,26.569944381713867,880100,1993,10,19
46.75,46.75,46.5625,46.65625,26.605560302734375,230400,1993,10,20
46.6875,46.6875,46.53125,46.59375,26.569944381713867,56200,1993,10,21
46.65625,46.84375,46.375,46.375,26.445186614990234,390700,1993,10,22
46.40625,46.5625,46.28125,46.5,26.516489028930664,114500,1993,10,25
46.46875,46.5,46.3125,46.46875,26.49864959716797,186200,1993,10,26
46.40625,46.53125,46.40625,46.5,26.516489028930664,118400,1993,10,27
46.5625,46.96875,46.5625,46.84375,26.712509155273438,129600,1993,10,28
46.8125,46.875,46.78125,46.84375,26.712509155273438,80700,1993,10,29
46.78125,47.0,46.78125,46.96875,26.783781051635742,36400,1993,11,1
46.90625,47.0,46.65625,46.9375,26.76596450805664,262100,1993,11,2
46.90625,46.90625,46.125,46.34375,26.427385330200195,479100,1993,11,3
46.34375,46.34375,45.8125,45.84375,26.142253875732422,130400,1993,11,4
45.71875,46.0625,45.53125,46.0625,26.267004013061523,363200,1993,11,5
46.09375,46.25,45.96875,46.125,26.30263328552246,367600,1993,11,8
46.4375,46.46875,46.125,46.15625,26.320453643798828,246900,1993,11,9
46.15625,46.5,46.03125,46.5,26.516489028930664,46500,1993,11,10
46.5,46.625,46.34375,46.375,26.445186614990234,88900,1993,11,11
46.46875,46.75,46.4375,46.59375,26.569944381713867,108200,1993,11,12
46.6875,46.6875,46.4375,46.5625,26.5521183013916,243300,1993,11,15
46.65625,46.8125,46.46875,46.78125,26.676864624023438,492600,1993,11,16
46.8125,46.8125,46.40625,46.53125,26.53430938720703,39600,1993,11,17
46.46875,46.5625,46.28125,46.40625,26.463003158569336,240800,1993,11,18
46.25,46.375,46.21875,46.3125,26.40956687927246,106000,1993,11,19
46.1875,46.21875,45.875,46.03125,26.249174118041992,165300,1993,11,22
46.28125,46.3125,46.03125,46.28125,26.391735076904297,89700,1993,11,23
46.40625,46.5,46.34375,46.46875,26.49864959716797,77200,1993,11,24
46.59375,46.59375,46.46875,46.5,26.516489028930664,1019800,1993,11,26
46.625,46.71875,46.3125,46.3125,26.40956687927246,517500,1993,11,29
46.28125,46.5625,46.25,46.34375,26.427385330200195,230000,1993,11,30
46.59375,46.625,46.40625,46.40625,26.463003158569336,379200,1993,12,1
46.5,46.5625,46.40625,46.53125,26.53430938720703,352000,1993,12,2
46.5,46.71875,46.5,46.71875,26.641218185424805,306000,1993,12,3
46.78125,46.9375,46.78125,46.875,26.730329513549805,99500,1993,12,6
46.875,46.90625,46.78125,46.84375,26.712509155273438,88800,1993,12,7
46.84375,46.84375,46.78125,46.84375,26.712509155273438,146700,1993,12,8
46.84375,46.90625,46.625,46.6875,26.62340545654297,416500,1993,12,9
46.71875,46.71875,46.5,46.59375,26.569944381713867,412900,1993,12,10
46.59375,46.875,46.53125,46.875,26.730329513549805,273200,1993,12,13
46.90625,46.90625,46.53125,46.53125,26.53430938720703,41900,1993,12,14
46.59375,46.625,46.46875,46.46875,26.49864959716797,82600,1993,12,15
46.65625,46.65625,46.5625,46.625,26.5877628326416,78200,1993,12,16
46.40625,46.59375,46.375,46.5625,26.73386573791504,104700,1993,12,17
46.53125,46.65625,46.5,46.625,26.76976203918457,68800,1993,12,20
46.5625,46.5625,46.40625,46.46875,26.6800594329834,205700,1993,12,21
46.59375,46.8125,46.5,46.78125,26.859474182128906,410300,1993,12,22
46.75,46.84375,46.6875,46.75,26.841537475585938,533800,1993,12,23
46.75,47.0,46.75,47.0,26.985061645507812,447100,1993,12,27
46.96875,47.125,46.9375,47.09375,27.038902282714844,880600,1993,12,28
47.125,47.15625,47.0,47.03125,27.003021240234375,266700,1993,12,29
47.0,47.0,46.75,46.84375,26.8953800201416,219900,1993,12,30
46.9375,47.0,46.5625,46.59375,26.751815795898438,312900,1993,12,31
46.59375,46.65625,46.40625,46.46875,26.6800594329834,960900,1994,1,3
46.53125,46.65625,46.46875,46.65625,26.78771209716797,164300,1994,1,4
46.71875,46.78125,46.53125,46.75,26.841537475585938,710900,1994,1,5
46.8125,46.84375,46.6875,46.75,26.841537475585938,201000,1994,1,6
46.84375,47.0625,46.71875,47.03125,27.003021240234375,775500,1994,1,7
47.09375,47.59375,46.96875,47.59375,27.32598304748535,593700,1994,1,10
47.5625,47.5625,47.34375,47.5,27.272144317626953,295200,1994,1,11
47.53125,47.53125,47.1875,47.34375,27.182443618774414,158400,1994,1,12
47.21875,47.3125,47.15625,47.21875,27.110671997070312,244300,1994,1,13
47.375,47.5,47.375,47.40625,27.21831703186035,137200,1994,1,14
47.40625,47.46875,47.3125,47.40625,27.21831703186035,17700,1994,1,17
47.46875,47.53125,47.375,47.46875,27.254213333129883,166400,1994,1,18
47.40625,47.46875,47.25,47.34375,27.182443618774414,200800,1994,1,19
47.40625,47.5,47.375,47.46875,27.254213333129883,281100,1994,1,20
47.53125,47.53125,47.34375,47.375,27.20038414001465,85600,1994,1,21
47.34375,47.5625,47.1875,47.1875,27.092721939086914,373800,1994,1,24
47.21875,47.25,47.09375,47.1875,27.092721939086914,310400,1994,1,25
47.1875,47.34375,47.125,47.3125,27.16449737548828,145100,1994,1,26
47.40625,47.8125,47.34375,47.75,27.415693283081055,344500,1994,1,27
47.9375,48.03125,47.875,47.875,27.487468719482422,356500,1994,1,28
48.0625,48.3125,48.0,48.21875,27.6848201751709,313800,1994,1,31
48.15625,48.15625,47.90625,47.96875,27.541271209716797,303600,1994,2,1
48.125,48.28125,48.09375,48.28125,27.72071075439453,307600,1994,2,2
48.1875,48.1875,47.90625,48.0625,27.59511947631836,466100,1994,2,3
48.0625,48.125,46.96875,46.96875,26.96712875366211,1403200,1994,2,4
46.84375,47.3125,46.84375,47.1875,27.092721939086914,516400,1994,2,7
47.28125,47.28125,47.03125,47.21875,27.110671997070312,188200,1994,2,8
47.25,47.4375,47.1875,47.40625,27.21831703186035,144600,1994,2,9
47.375,47.40625,47.0,47.0,26.985061645507812,883900,1994,2,10
47.03125,47.28125,46.8125,47.15625,27.074785232543945,519400,1994,2,11
47.0625,47.375,47.0,47.21875,27.110671997070312,2742100,1994,2,14
47.3125,47.5,47.25,47.46875,27.254213333129883,374700,1994,2,15
47.53125,47.53125,47.34375,47.4375,27.236257553100586,287600,1994,2,16
47.65625,47.6875,47.03125,47.15625,27.074785232543945,342400,1994,2,17
47.1875,47.21875,46.75,46.875,26.91330909729004,313300,1994,2,18
47.0,47.34375,47.0,47.34375,27.182443618774414,154500,1994,2,22
47.40625,47.4375,47.0625,47.21875,27.110671997070312,391700,1994,2,23
47.0625,47.0625,46.5625,46.59375,26.751815795898438,770800,1994,2,24
46.65625,46.8125,46.5625,46.8125,26.877431869506836,531300,1994,2,25
46.9375,47.0625,46.8125,46.8125,26.877431869506836,333000,1994,2,28
46.8125,46.90625,46.375,46.625,26.76976203918457,423600,1994,3,1
46.03125,46.6875,45.90625,46.6875,26.805660247802734,581500,1994,3,2
46.625,46.625,46.4375,46.5625,26.73386573791504,223200,1994,3,3
46.5625,46.8125,46.40625,46.6875,26.805660247802734,595800,1994,3,4
46.84375,47.0,46.84375,46.9375,26.949172973632812,539800,1994,3,7
46.96875,46.96875,46.6875,46.75,26.841537475585938,880300,1994,3,8
46.8125,47.0,46.59375,46.96875,26.96712875366211,2500100,1994,3,9
46.9375,46.9375,46.4375,46.59375,26.751815795898438,207400,1994,3,10
46.65625,46.90625,46.40625,46.84375,26.8953800201416,576600,1994,3,11
47.03125,47.03125,46.84375,46.90625,26.931238174438477,345900,1994,3,14
47.0,47.09375,46.84375,46.875,26.91330909729004,748600,1994,3,15
46.9375,47.25,46.78125,47.25,27.128604888916016,455500,1994,3,16
47.09375,47.3125,47.09375,47.25,27.128604888916016,133000,1994,3,17
46.75,47.03125,46.71875,46.96875,27.122690200805664,365500,1994,3,18
46.8125,46.9375,46.71875,46.84375,27.050527572631836,324800,1994,3,21
46.84375,47.0625,46.75,46.96875,27.122690200805664,435700,1994,3,22
46.9375,47.0625,46.90625,46.9375,27.104629516601562,698500,1994,3,23
46.75,46.84375,46.15625,46.375,26.77983283996582,1200500,1994,3,24
46.40625,46.53125,45.9375,45.9375,26.527175903320312,100900,1994,3,25
46.0,46.0625,45.59375,46.0,26.563270568847656,1117200,1994,3,28
46.0,46.03125,45.09375,45.09375,26.03995704650879,338400,1994,3,29
45.125,45.25,44.46875,44.46875,25.679035186767578,1123900,1994,3,30
44.46875,44.6875,43.53125,44.59375,25.75123405456543,788800,1994,3,31
43.34375,44.03125,43.34375,43.90625,25.354202270507812,2627300,1994,4,4
44.34375,44.8125,44.34375,44.8125,25.877544403076172,1179000,1994,4,5
44.875,44.90625,44.5,44.8125,25.877544403076172,516500,1994,4,6
44.78125,45.125,44.53125,45.03125,26.003849029541016,666100,1994,4,7
44.9375,44.9375,44.46875,44.6875,25.80534553527832,242400,1994,4,8
44.8125,45.0625,44.703125,44.875,25.91362190246582,203300,1994,4,11
44.921875,45.0,44.71875,44.8125,25.877544403076172,1409200,1994,4,12
44.796875,44.90625,44.25,44.578125,25.742189407348633,364100,1994,4,13
44.5,44.828125,44.40625,44.59375,25.75123405456543,419900,1994,4,14
44.578125,44.78125,44.515625,44.59375,25.75123405456543,387300,1994,4,15
44.640625,44.765625,44.15625,44.296875,25.57978057861328,369100,1994,4,18
44.25,44.53125,43.984375,44.359375,25.615861892700195,472200,1994,4,19
44.40625,44.515625,44.078125,44.3125,25.588802337646484,508000,1994,4,20
44.5,44.96875,44.34375,44.90625,25.931684494018555,200300,1994,4,21
45.015625,45.046875,44.734375,44.859375,25.90460205078125,301800,1994,4,22
44.84375,45.359375,44.84375,45.328125,26.1752872467041,394600,1994,4,25
45.265625,45.34375,45.1875,45.28125,26.148212432861328,399000,1994,4,26
45.1875,45.25,44.8125,44.953125,25.958755493164062,287000,1994,4,28
44.875,45.15625,44.8125,45.09375,26.03995704650879,481900,1994,4,29
45.09375,45.71875,44.9375,45.375,26.20237922668457,275000,1994,5,2
45.390625,45.40625,45.0625,45.328125,26.1752872467041,183400,1994,5,3
45.421875,45.421875,45.078125,45.25,26.130178451538086,401900,1994,5,4
45.296875,45.375,45.1875,45.1875,26.094091415405273,659800,1994,5,5
44.96875,44.96875,44.59375,44.75,25.841440200805664,216300,1994,5,6
44.625,44.75,44.28125,44.359375,25.615861892700195,499300,1994,5,9
44.578125,44.84375,44.546875,44.703125,25.814367294311523,583400,1994,5,10
44.65625,44.71875,44.171875,44.296875,25.57978057861328,210600,1994,5,11
44.578125,44.625,44.40625,44.515625,25.70610809326172,305200,1994,5,12
44.640625,44.640625,44.296875,44.515625,25.70610809326172,321300,1994,5,13
44.609375,44.75,44.515625,44.53125,25.715120315551758,450400,1994,5,16
44.5625,45.1875,44.5,45.1875,26.094091415405273,470200,1994,5,17
45.21875,45.6875,45.015625,45.515625,26.28357696533203,824800,1994,5,18
45.421875,45.859375,45.421875,45.734375,26.409894943237305,531000,1994,5,19
45.65625,45.6875,45.5,45.5625,26.310644149780273,370400,1994,5,20
45.515625,45.53125,45.34375,45.484375,26.26552391052246,262700,1994,5,23
45.609375,45.84375,45.609375,45.671875,26.373783111572266,549600,1994,5,24
45.5,45.828125,45.34375,45.796875,26.44597053527832,738200,1994,5,25
45.78125,45.9375,45.734375,45.828125,26.464019775390625,369600,1994,5,26
45.75,45.875,45.671875,45.875,26.49110221862793,162000,1994,5,27
45.734375,45.90625,45.65625,45.8125,26.45500373840332,160000,1994,5,31
45.703125,46.015625,45.5625,46.015625,26.572303771972656,200500,1994,6,1
46.046875,46.046875,45.890625,45.96875,26.54521942138672,55100,1994,6,2
46.0,46.390625,45.859375,46.234375,26.698637008666992,550400,1994,6,3
46.328125,46.46875,46.1875,46.21875,26.689613342285156,99300,1994,6,6
46.140625,46.21875,46.03125,46.15625,26.653493881225586,120600,1994,6,7
46.265625,46.265625,45.78125,45.78125,26.436965942382812,131900,1994,6,8
45.984375,46.03125,45.890625,46.03125,26.581321716308594,80500,1994,6,9
46.078125,46.203125,46.078125,46.109375,26.62645149230957,83100,1994,6,10
46.046875,46.1875,46.03125,46.171875,26.66252326965332,109700,1994,6,13
46.3125,46.546875,46.3125,46.53125,26.870038986206055,161000,1994,6,14
46.546875,46.5625,46.3125,46.34375,26.76177406311035,142800,1994,6,15
46.34375,46.46875,46.296875,46.4375,26.8159122467041,44000,1994,6,16
46.15625,46.203125,45.8125,45.875,26.66623878479004,403800,1994,6,17
45.546875,45.625,45.4375,45.484375,26.439176559448242,137400,1994,6,20
45.453125,45.453125,44.90625,45.09375,26.212120056152344,139200,1994,6,21
45.21875,45.421875,45.171875,45.265625,26.312002182006836,279900,1994,6,22
45.34375,45.40625,44.9375,45.0,26.157621383666992,922500,1994,6,23
44.78125,44.78125,44.0,44.0625,25.6126708984375,353800,1994,6,24
44.234375,44.828125,44.015625,44.828125,26.057714462280273,371200,1994,6,27
44.84375,44.84375,44.25,44.609375,25.930557250976562,5382300,1994,6,28
44.671875,45.015625,44.625,44.75,26.012290954589844,311800,1994,6,29
44.828125,44.84375,44.3125,44.46875,25.848804473876953,271900,1994,6,30
44.6875,44.6875,44.375,44.5625,25.903295516967773,406900,1994,7,1
44.65625,44.859375,44.515625,44.796875,26.039548873901367,112000,1994,7,5
44.625,44.8125,44.46875,44.734375,26.00320816040039,174800,1994,7,6
44.734375,44.921875,44.6875,44.921875,26.11221694946289,66700,1994,7,7
44.640625,44.984375,44.625,44.90625,26.103126525878906,148400,1994,7,8
44.9375,45.015625,44.53125,44.75,26.012290954589844,124000,1994,7,11
44.765625,44.828125,44.515625,44.8125,26.048627853393555,257300,1994,7,12
44.828125,45.03125,44.828125,44.890625,26.094038009643555,532700,1994,7,13
45.109375,45.46875,45.078125,45.375,26.3756103515625,494200,1994,7,14
45.34375,45.484375,45.328125,45.390625,26.384681701660156,49100,1994,7,15
45.390625,45.578125,45.390625,45.46875,26.430089950561523,72300,1994,7,18
45.546875,45.5625,45.375,45.375,26.3756103515625,609500,1994,7,19
45.40625,45.40625,45.0625,45.171875,26.25750732421875,185300,1994,7,20
45.171875,45.296875,45.078125,45.265625,26.312002182006836,86300,1994,7,21
45.375,45.40625,45.25,45.34375,26.35743522644043,151600,1994,7,22
45.359375,45.453125,45.3125,45.40625,26.393747329711914,120900,1994,7,25
